chr1	109670063	109670150	+
chr1	146943562	146946554	+
chr1	109106659	109112598	-
chr1	14283735	14283833	+
chr1	30826194	30833505	+
chr1	120396479	120397301	+
chr1	19600971	19655011	+
chr1	3549791	3550252	+
chr1	24442226	24444034	+
chr1	225240822	225257959	+
chr1	154234738	154235195	+
chr1	16150963	16153112	-
chr9	63832160	63833338	-
chr9	105596657	105598630	+
chr9	19550285	19554105	+
chr1	59345046	59346246	+
chr9	136414675	136416290	+
chr1	170039288	170041676	-
chr9	34381444	34381570	-
chr1	4416548	4422759	+
chr9	74991285	74991620	+
chr1	28508901	28516724	+
chr1	119681426	119688066	-
chr9	113302313	113302972	-
chr9	113067	113264	-
chr1	161084078	161084651	+
chr1	148127288	148135885	-
chr1	108857060	108858057	-
chr1	16218187	16218639	-
chr1	171149759	171151909	+
chr9	100016644	100018959	+
chr9	118705957	118731259	-
chr1	8129238	8137850	-
chr1	46682264	46686672	+
chr1	150907091	150926259	-
chr9	82396800	82403578	+
chr1	144721138	144740088	+
chr9	66102307	66109138	-
chr1	170274507	170278829	-
chr1	53182627	53191050	+
chr1	247488391	247491117	+
chr1	121362193	121362751	-
chr1	9872088	9874033	-
chr1	63508570	63510064	-
chr1	232913055	232917193	+
chr1	19643954	19655011	+
chr9	10612505	10612687	-
chr1	91491124	91498514	-
chr1	169921781	169923065	-
chr1	119261716	119262901	+
chr1	204146764	204146965	-
chr1	149646945	149647380	+
chr1	54404637	54413355	-
chr9	3674648	3690836	+
chr9	5690038	5710415	+
chr1	206829126	206836660	+
chr9	68355605	68357602	-
chr1	202811370	202811574	+
chr9	90802039	90819137	+
chr1	177968039	177984955	-
chr1	34469986	34547578	-
chr1	156893837	156903856	+
chr9	4717282	4718255	-
chr1	77992866	78013050	+
chr9	111796372	111799612	+
chr1	94705557	94819955	-
chr1	161581549	161588421	+
chr1	89128644	89148586	+
chr1	150048130	150057458	+
chr1	210365181	210366786	-
chr1	115068997	115069266	+
chr1	11778807	11779122	-
chr1	205857579	205858142	+
chr1	161290416	161290687	-
chr1	7853505	7913180	-
chr1	153801824	153801952	+
chr1	110167193	110168426	-
chr1	69085298	69088514	+
chr9	100817284	100851219	+
chr1	240570981	240611883	-
chr1	27331137	27331240	+
chr9	69517279	69569082	-
chr9	86701237	86705187	-
chr1	170641103	170655407	+
chr9	65391039	65391426	-
chr9	41787250	41790129	+
chr1	39468732	39469546	+
chr1	167396427	167396532	+
chr9	87864349	87865901	+
chr1	43301129	43304933	+
chr1	229897656	229899898	-
chr9	118902517	118906921	+
chr1	56886167	56906666	+
chr1	206130098	206133976	-
chr9	136108819	136111837	-
